Id,LotFrontage,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,YrSold,SalePrice
255,70,8400,NAmes,5,6,1957,1957,1314,1314,0,1314,3,1,5,0,1957,1,294,2010,145000
256,66,8738,Gilbert,7,5,1999,1999,975,1005,1286,2291,4,1,8,1,1999,2,429,2006,230000
257,64,8791,Somerst,6,5,2003,2003,864,864,864,1728,3,1,7,0,2003,2,673,2008,207500
258,68,8814,CollgCr,7,5,2006,2006,1604,1604,0,1604,3,1,8,1,2006,2,660,2009,220000
259,80,12435,CollgCr,7,5,2001,2001,963,963,829,1792,3,1,7,1,2001,2,564,2008,231500
260,70,12702,OldTown,5,5,1956,1956,0,882,0,882,2,1,4,0,1956,1,308,2008,97000
261,120,19296,NAmes,6,5,1962,1962,1362,1382,0,1382,3,1,6,1,1991,2,884,2009,176000
262,69,9588,CollgCr,8,5,2007,2007,1482,1482,1092,2574,3,1,10,1,2007,3,868,2007,276000
263,88,8471,Sawyer,6,7,1977,1995,506,1212,0,1212,3,1,6,1,1978,2,492,2006,151000
264,50,5500,OldTown,5,7,1929,2001,926,926,0,1316,3,1,6,0,1974,2,484,2010,130000
265,30,5232,OldTown,5,5,1925,2004,680,764,0,764,2,1,4,0,1965,2,504,2008,73000
266,78,12090,NWAmes,6,6,1981,1981,1422,1422,0,1422,3,1,7,1,1981,2,576,2008,175500
267,70,11207,Gilbert,6,5,1997,1997,802,802,709,1511,3,1,8,1,1997,2,413,2006,185000
268,60,8400,SWISU,5,8,1939,1997,720,1052,720,2192,4,1,8,1,1939,1,240,2008,179500
269,71,6900,IDOTRR,5,6,1940,1955,740,778,0,778,2,1,4,1,1966,1,924,2008,120500
270,NA,7917,Edwards,6,7,1976,1976,1143,1113,0,1113,3,1,6,1,1987,1,504,2007,148000
271,84,10728,Somerst,8,5,2006,2006,1095,1095,844,1939,3,1,8,1,2006,3,1053,2006,266000
272,73,39104,ClearCr,7,7,1954,2005,1385,1363,0,1363,2,1,5,2,1954,2,439,2008,241500
273,92,11764,NoRidge,8,7,1999,2007,1152,1164,1106,2270,4,1,9,1,1999,3,671,2010,290000
274,80,9600,NAmes,6,6,1958,1988,1240,1632,0,1632,3,1,6,1,1958,1,338,2009,139000
275,76,8314,Mitchel,5,7,1982,1982,816,816,0,816,2,1,5,0,1982,1,264,2007,124500
276,55,7264,BrkSide,7,7,1925,2007,952,952,596,1548,3,1,5,0,1978,2,672,2009,205000
277,129,9196,Mitchel,7,5,2003,2003,1560,1560,0,1560,3,1,7,0,2003,2,573,2010,201000
278,140,19138,Gilbert,4,5,1951,1951,864,864,0,864,2,1,4,0,1951,2,400,2010,141000
279,107,14450,NridgHt,9,5,2006,2007,2121,2121,0,2121,3,1,8,1,2007,3,732,2007,415298
280,83,10005,ClearCr,7,5,1977,1977,1160,1156,866,2022,4,1,8,1,1977,2,505,2008,192000
281,82,11287,SawyerW,7,6,1989,1989,807,1175,807,1982,3,1,7,1,1989,2,575,2007,228500
282,60,7200,Somerst,6,5,2006,2006,1262,1262,0,1262,2,1,5,0,2006,2,572,2006,185000
283,34,5063,NridgHt,7,5,2007,2008,1314,1314,0,1314,2,1,6,1,2008,2,626,2009,207500
284,74,9612,Somerst,8,5,2008,2009,1468,1468,0,1468,3,1,6,1,2008,3,898,2009,244600
285,50,8012,SawyerW,6,5,1992,1992,1575,1575,0,1575,2,1,5,0,1992,2,529,2007,179200
286,35,4251,Somerst,7,5,2006,2007,625,625,625,1250,2,1,5,0,2006,2,528,2007,164700
287,77,9786,NAmes,6,7,1962,1981,912,1085,649,1734,3,1,7,1,1962,2,440,2006,159000
288,NA,8125,NAmes,4,4,1971,1971,858,858,0,858,3,1,5,0,NA,0,0,2006,88000
289,NA,9819,Sawyer,5,5,1967,1967,882,900,0,900,3,1,5,0,1970,1,280,2010,122000
290,60,8730,BrkSide,6,7,1915,2003,698,698,698,1396,3,1,7,0,2003,1,384,2007,153575
291,120,15611,CollgCr,8,5,2006,2006,1079,1079,840,1919,3,1,8,1,2006,2,685,2006,233230
292,55,5687,SWISU,5,6,1912,2000,780,936,780,1716,6,1,9,0,NA,0,0,2008,135900
293,60,11409,Edwards,5,4,1949,2008,768,1148,568,1716,3,1,8,1,1949,1,281,2009,131000
294,NA,16659,NWAmes,7,7,1977,1994,795,1468,795,2263,3,1,9,1,1977,2,539,2006,235000
295,80,9600,NAmes,6,5,1953,1953,1416,1644,0,1644,3,1,7,2,1953,2,418,2009,167000
296,37,7937,Mitchel,6,6,1984,1984,1003,1003,0,1003,3,1,6,0,1984,2,588,2006,142500
297,75,13710,IDOTRR,5,5,1950,1950,910,910,648,1558,4,1,6,0,1950,1,282,2007,152000
298,66,7399,Somerst,7,5,1997,1998,975,975,975,1950,3,1,7,1,1997,2,576,2007,239000
299,90,11700,NWAmes,6,6,1968,1968,702,1041,702,1743,3,1,7,1,1968,2,539,2007,175000
300,80,14000,Crawfor,6,8,1950,2004,1092,1152,0,1152,3,1,6,1,1950,1,300,2009,158500
301,90,15750,Crawfor,5,5,1953,1953,1165,1336,0,1336,2,1,5,2,1953,1,375,2006,157000
302,66,16226,CollgCr,8,5,1998,1999,1028,1210,1242,2452,4,1,9,1,1998,2,683,2007,267000
303,118,13704,CollgCr,7,5,2001,2002,1541,1541,0,1541,3,1,6,1,2001,3,843,2006,205000
304,70,9800,CollgCr,5,7,1972,1972,894,894,0,894,3,1,5,0,1975,2,552,2006,149900
305,87,18386,OldTown,7,9,1880,2002,1470,1675,1818,3493,3,1,10,1,2003,3,870,2008,295000
306,80,10386,CollgCr,8,5,2004,2005,2000,2000,0,2000,3,1,8,0,2004,3,888,2007,305900
307,116,13474,SawyerW,7,5,1990,1991,700,1122,1121,2243,4,1,8,1,1990,3,746,2007,225000
308,NA,7920,IDOTRR,6,7,1920,1950,319,1035,371,1406,3,1,6,0,NA,0,0,2008,89500
309,NA,12342,Edwards,4,5,1940,1950,861,861,0,861,1,1,4,0,1961,2,539,2009,82500
310,90,12378,NridgHt,9,5,2003,2004,1896,1944,0,1944,3,1,8,3,2003,3,708,2006,360000
311,NA,7685,Gilbert,6,5,1993,1994,697,697,804,1501,3,1,6,1,1993,2,420,2006,165600
312,50,8000,NAmes,6,6,1948,2002,972,972,0,972,2,1,5,1,1948,1,240,2009,132000
313,65,7800,OldTown,5,7,1939,1950,793,793,325,1118,3,1,5,1,1939,2,410,2006,119900
314,150,215245,Timber,7,5,1965,1965,2136,2036,0,2036,3,1,8,2,1965,2,513,2009,375000
315,60,9600,OldTown,7,7,1925,1990,728,832,809,1641,3,1,6,1,1925,2,546,2006,178000
316,71,7795,Gilbert,7,5,2004,2005,716,716,716,1432,3,1,6,1,2004,2,432,2009,188500
317,94,13005,NWAmes,7,7,1980,1980,845,1153,1200,2353,4,1,10,1,1983,2,484,2009,260000
318,75,9000,Somerst,8,5,2006,2006,1088,1088,871,1959,3,1,8,1,2006,3,1025,2007,270000
319,90,9900,NoRidge,7,5,1993,1993,1347,1372,1274,2646,4,1,9,1,1993,3,656,2009,260000
320,NA,14115,NWAmes,7,5,1980,1980,1372,1472,0,1472,3,1,6,2,1980,2,588,2009,187500
321,111,16259,NridgHt,9,5,2006,2006,1249,1249,1347,2596,4,1,9,0,2006,3,840,2006,342643
322,99,12099,NridgHt,8,5,2004,2004,1136,1136,1332,2468,4,1,10,1,2004,3,872,2007,354000
323,86,10380,SawyerW,7,5,1986,1987,1502,1553,1177,2730,4,1,8,1,1987,2,576,2007,301000
324,49,5820,OldTown,3,8,1955,2005,1162,1163,0,1163,3,1,6,0,1955,1,220,2006,126175
325,96,11275,NAmes,7,7,1967,2007,710,1898,1080,2978,5,1,11,1,1961,2,564,2010,242000
326,50,5000,IDOTRR,5,6,1941,1950,720,803,0,803,2,1,5,0,1941,2,360,2007,87000
327,32,10846,Veenker,8,5,1993,1993,1719,1719,0,1719,1,1,6,2,1993,2,473,2008,324000
328,80,11600,NAmes,6,5,1960,1960,1383,1383,0,1383,3,1,7,0,1960,1,292,2006,145250
329,NA,11888,BrkSide,6,6,1916,1994,844,1445,689,2134,5,1,10,0,1930,2,441,2009,214500
330,60,6402,IDOTRR,5,5,1920,1950,596,596,596,1192,3,1,6,0,1920,1,189,2009,78000
331,NA,10624,NAmes,5,4,1964,1964,1728,1728,0,1728,6,2,10,0,2002,1,352,2007,119000
332,70,8176,NAmes,5,6,1958,1992,1056,1056,0,1056,3,1,6,0,1958,1,308,2007,139000
333,85,10655,NridgHt,8,5,2003,2004,3206,1629,0,1629,3,1,7,1,2003,3,880,2009,284000
334,59,8198,NridgHt,7,5,2004,2004,1358,1358,0,1358,2,1,6,1,2004,2,484,2008,207000
335,59,9042,Gilbert,6,5,1998,1998,943,943,695,1638,3,1,7,2,1998,2,472,2008,192000
336,NA,164660,Timber,5,6,1965,1965,1499,1619,167,1786,3,1,7,2,1965,2,529,2008,228950
337,86,14157,StoneBr,9,5,2005,2006,1922,1922,0,1922,3,1,8,1,2005,3,676,2007,377426
338,70,9135,CollgCr,7,5,2002,2003,1536,1536,0,1536,3,1,7,0,2002,2,532,2008,214000
339,91,14145,NWAmes,7,7,1984,1998,1208,1621,0,1621,3,1,8,0,1984,2,440,2006,202500
340,66,12400,NAmes,6,7,1958,1998,1215,1215,0,1215,3,1,6,0,1958,1,297,2009,155000
341,85,14191,Timber,8,5,2002,2002,967,993,915,1908,4,1,9,0,2002,2,431,2010,202900
342,60,8400,SawyerW,4,4,1950,1950,721,841,0,841,2,1,4,0,1950,1,294,2009,82000
343,NA,8544,NAmes,3,4,1949,1950,0,1040,0,1040,2,2,6,0,1949,2,400,2006,87500
344,63,8849,NridgHt,9,5,2005,2005,1684,1684,0,1684,2,1,6,1,2005,2,564,2008,266000
345,36,2592,MeadowV,5,3,1976,1976,536,536,576,1112,3,1,4,0,1976,1,336,2010,85000
346,65,6435,BrkSide,6,5,1939,1950,972,972,605,1577,3,1,6,1,1939,1,312,2006,140200
347,NA,12772,NAmes,6,8,1960,1998,958,958,0,958,2,1,5,0,1960,1,301,2007,151500
348,NA,17600,NAmes,6,5,1960,1960,1478,1478,0,1478,3,1,6,2,1960,2,498,2009,157500
349,36,2448,NridgHt,7,5,2003,2004,764,764,862,1626,2,1,6,0,2003,2,474,2008,154000
350,56,20431,NridgHt,9,5,2005,2006,1848,1848,880,2728,4,1,10,2,2006,3,706,2006,437154
351,68,7820,NridgHt,9,5,2007,2007,1869,1869,0,1869,2,1,6,1,2007,2,617,2007,318061
352,NA,5271,ClearCr,7,5,1986,1986,1453,1453,0,1453,2,1,6,1,1986,2,445,2006,190000
353,60,9084,Edwards,5,6,1941,1950,616,616,495,1111,3,1,5,0,1941,1,200,2008,95000
354,60,8520,OldTown,6,8,1928,2003,624,720,0,720,2,1,5,0,2005,2,484,2010,105900
355,60,8400,SWISU,6,5,1940,2000,940,1192,403,1595,2,1,6,2,1940,1,240,2006,140000
356,105,11249,CollgCr,6,5,1995,1995,1200,1200,0,1200,3,1,6,0,1995,2,521,2007,177500
357,NA,9248,Gilbert,6,6,1992,1992,1158,1167,0,1167,3,1,6,0,1992,2,400,2009,173000
358,44,4224,MeadowV,5,5,1976,1976,1142,1142,0,1142,3,1,6,1,1976,2,528,2007,134000
359,92,6930,ClearCr,5,4,1958,1958,1062,1352,0,1352,3,1,6,0,1958,1,288,2006,130000
360,78,12011,NoRidge,8,5,1998,1998,1086,1086,838,1924,3,1,7,1,1998,2,592,2006,280000
361,NA,7540,Mitchel,6,6,1978,1978,888,912,0,912,2,1,5,1,1978,2,470,2007,156000
362,NA,9144,BrkSide,5,5,1940,1982,883,988,517,1505,3,1,8,0,1940,1,240,2008,145000
363,64,7301,Edwards,7,5,2003,2003,0,495,1427,1922,4,1,7,1,2003,2,672,2009,198500
364,21,1680,BrDale,6,8,1972,2007,483,483,504,987,2,1,5,0,1972,1,264,2009,118000
365,NA,18800,NWAmes,6,5,1976,1976,796,790,784,1574,3,1,6,1,1976,2,566,2006,190000
366,59,10690,IDOTRR,5,7,1920,1997,672,672,672,1344,3,1,6,0,1964,1,468,2009,147000
367,NA,9500,NAmes,6,5,1963,1963,1394,1394,0,1394,3,1,6,2,1963,2,514,2009,159000
368,101,9150,NAmes,6,5,1962,1962,1099,1431,0,1431,3,1,6,1,1962,1,296,2008,165000
369,78,7800,NAmes,5,6,1954,1954,1268,1268,0,1268,2,1,7,1,1954,1,244,2010,132000
370,NA,9830,NAmes,5,7,1959,2006,1063,1287,0,1287,3,1,7,1,1997,2,576,2010,162000
371,NA,8121,Gilbert,6,5,2000,2000,953,953,711,1664,3,1,7,1,2000,2,460,2006,172400
372,80,17120,ClearCr,4,4,1959,1959,0,1120,468,1588,4,1,7,1,1991,2,680,2008,134432
373,50,7175,SawyerW,6,5,1984,1984,744,752,0,752,2,1,4,0,1984,1,264,2010,125000
374,79,10634,NAmes,5,6,1953,1953,608,1319,0,1319,3,1,5,0,1953,1,270,2009,123000
375,65,8200,CollgCr,7,5,2003,2004,847,847,1081,1928,4,1,8,1,2003,2,434,2007,219500
376,NA,10020,Edwards,1,1,1922,1950,683,904,0,904,1,1,4,0,NA,0,0,2009,61000
377,57,8846,CollgCr,5,5,1996,1996,870,914,0,914,2,1,5,0,1998,2,576,2006,148000
378,102,11143,Somerst,8,5,2004,2005,1580,1580,886,2466,4,1,8,1,2004,2,610,2007,340000
379,88,11394,StoneBr,9,2,2010,2010,1856,1856,0,1856,1,1,8,1,2010,3,834,2010,394432
380,60,8123,Gilbert,6,5,2000,2000,982,1007,793,1800,3,1,7,1,2000,2,463,2009,179000
381,50,5000,SWISU,5,6,1924,1950,1026,1026,665,1691,3,1,6,1,1924,1,308,2010,127000
382,60,7200,Somerst,7,5,2006,2006,1293,1301,0,1301,2,1,5,1,2006,2,572,2006,187750
383,79,9245,CollgCr,7,5,2006,2006,939,939,858,1797,3,1,8,0,2006,2,639,2007,213500
384,60,9000,SawyerW,6,3,1928,1950,784,784,0,784,2,1,5,0,1950,2,360,2009,76000
385,NA,53107,ClearCr,6,5,1992,1992,1580,1079,874,1953,3,1,9,2,1992,2,501,2007,240000
386,43,3182,Blmngtn,8,5,2004,2005,1256,1269,0,1269,2,1,6,1,2004,2,430,2010,192000
387,58,8410,Edwards,5,3,1910,1996,658,658,526,1184,5,1,8,0,NA,0,0,2006,81000
388,72,7200,Edwards,6,6,1976,1976,1041,1125,0,1125,3,1,6,1,1977,1,352,2009,125000
389,93,9382,CollgCr,7,5,1999,2000,1468,1479,0,1479,3,1,6,0,1999,2,577,2008,191000
390,96,12474,NridgHt,10,5,2007,2008,1682,1742,590,2332,3,1,9,1,2008,3,846,2008,426000
391,50,8405,Edwards,5,8,1900,1950,861,961,406,1367,4,1,7,0,1978,1,384,2008,119000
392,71,12209,Mitchel,6,5,2001,2002,804,804,1157,1961,3,1,7,1,2001,2,560,2009,215000
393,NA,8339,NAmes,5,7,1959,1959,0,882,0,882,3,1,5,0,1959,1,294,2007,106500
394,NA,7446,BrkSide,4,5,1941,1950,788,788,0,788,2,1,4,2,NA,0,0,2006,100000
395,60,10134,OldTown,5,6,1940,1950,735,735,299,1034,2,1,5,0,1940,1,240,2007,109000
396,68,9571,Edwards,5,6,1956,1956,1144,1144,0,1144,3,1,6,0,1956,1,596,2010,129000
397,60,7200,CollgCr,5,5,1972,1972,894,894,0,894,2,1,6,0,1985,2,600,2009,123000
398,69,7590,NAmes,5,5,1962,1962,864,876,936,1812,4,1,8,1,1962,1,264,2007,169500
399,60,8967,IDOTRR,5,2,1920,1950,961,1077,0,1077,2,1,6,0,1920,1,338,2007,67000
400,65,8125,Somerst,7,5,2006,2007,1092,1112,438,1550,2,1,7,0,2007,2,438,2009,241000
401,38,14963,Veenker,8,5,1996,1996,1260,1288,0,1288,1,1,4,2,1996,2,500,2008,245500
402,65,8767,CollgCr,7,5,2005,2005,1310,1310,0,1310,3,1,6,1,2005,2,400,2006,164990
403,60,10200,Sawyer,5,8,1940,1997,672,672,0,672,2,1,4,0,1940,1,240,2008,108000
404,93,12090,NoRidge,8,5,1998,1998,1141,1165,1098,2263,4,1,10,1,1998,2,420,2006,258000
405,NA,10364,Gilbert,6,5,1995,1996,806,806,766,1572,3,1,7,1,1995,2,373,2007,168000
406,NA,9991,Sawyer,4,4,1976,1993,1281,1620,0,1620,3,1,8,1,1993,2,490,2009,150000
407,51,10480,SWISU,6,5,1936,1950,1064,1166,0,1639,3,1,6,0,1936,1,240,2008,115000
408,63,15576,Crawfor,6,7,1915,1976,840,840,840,1680,4,1,8,0,1960,1,308,2008,177000
409,109,14154,NridgHt,7,5,2006,2006,1063,1071,1101,2172,3,1,9,1,2006,3,947,2007,280000
410,85,10800,Somerst,8,5,2007,2008,1034,1050,1028,2078,3,1,8,1,2008,3,836,2008,339750
411,68,9571,Edwards,5,3,1958,1958,1276,1276,0,1276,3,1,5,0,1958,1,350,2009,60000
412,100,34650,Gilbert,5,5,1955,1955,1056,1056,0,1056,3,1,5,0,1955,2,572,2006,145000
413,NA,4403,Somerst,7,5,2009,2009,1470,1478,0,1478,2,1,7,1,2009,2,484,2010,222000
414,56,8960,OldTown,5,6,1927,1950,1008,1028,0,1028,2,1,5,1,1927,2,360,2010,115000
415,59,11228,SawyerW,7,5,1993,1993,1080,1080,1017,2097,3,1,9,1,1993,3,678,2008,228000
416,73,8899,Gilbert,7,5,2007,2007,1340,1340,0,1340,3,1,6,0,2007,2,396,2007,181134
417,74,7844,Sawyer,6,7,1978,1978,672,672,728,1400,3,1,6,1,1978,2,440,2006,149500
418,86,22420,Crawfor,6,6,1918,1950,1370,1370,1254,2624,4,1,10,1,1918,3,864,2007,239000
419,60,8160,Edwards,5,6,1940,1950,756,756,378,1134,3,1,7,0,1940,1,240,2007,126000
420,65,8450,NAmes,5,6,1968,1968,1056,1056,0,1056,3,1,6,1,1968,1,304,2010,142000
421,78,7060,Mitchel,7,5,1997,1998,1344,1344,0,1344,2,2,8,0,1997,4,784,2008,206300
422,NA,16635,NWAmes,6,7,1977,2000,1602,1602,0,1602,3,1,8,1,1977,2,529,2009,215000
423,100,21750,Mitchel,5,5,1954,1954,988,988,0,988,2,1,4,0,1954,2,520,2008,113000
424,80,9200,NoRidge,8,5,1998,1998,1470,1470,1160,2630,4,1,8,1,1998,3,696,2008,315000
425,72,9000,NAmes,6,5,1956,1956,1196,1196,0,1196,2,1,6,1,1956,1,297,2008,139000
426,60,3378,OldTown,7,8,1946,1992,651,707,682,1389,3,1,6,2,1947,1,240,2009,135000
427,NA,12800,SawyerW,7,5,1989,1989,1518,1644,0,1644,2,1,5,1,1989,2,569,2009,275000
428,77,8593,NAmes,4,6,1957,1957,907,907,0,907,3,1,5,0,1964,1,352,2008,109008
429,64,6762,CollgCr,7,5,2007,2007,1208,1208,0,1208,2,1,6,0,2007,2,628,2007,195400
430,130,11457,Timber,6,5,1988,1988,1392,1412,0,1412,3,1,6,1,1988,2,576,2009,175000
431,21,1680,BrDale,6,5,1971,1971,483,483,504,987,2,1,4,0,1971,1,264,2008,85400
432,60,5586,OldTown,6,7,1920,1998,901,1088,110,1198,4,1,7,0,NA,0,0,2008,79900
433,24,1920,BrDale,5,5,1971,1971,765,765,600,1365,2,1,6,0,1971,2,440,2007,122500
434,100,10839,Gilbert,6,5,1997,1998,926,926,678,1604,3,1,7,1,1997,2,470,2008,181000
435,21,1890,MeadowV,4,7,1972,1972,630,630,0,630,1,1,3,0,NA,0,0,2008,81000
436,43,10667,CollgCr,7,6,1996,1996,799,827,834,1661,3,1,6,1,1996,2,550,2009,212000
437,40,4400,OldTown,6,8,1920,1950,648,734,384,1118,2,1,6,0,1990,2,440,2006,116000
438,50,6000,BrkSide,6,7,1926,2004,884,904,0,904,2,1,4,0,1926,1,180,2009,119000
439,40,4280,Crawfor,5,6,1913,2002,440,694,0,694,2,1,4,1,1990,1,352,2007,90350
440,67,12354,Edwards,6,8,1920,2000,684,684,512,1196,3,1,7,0,2005,2,528,2009,110000
441,105,15431,NridgHt,10,5,2008,2008,3094,2402,0,2402,2,1,10,2,2008,3,672,2009,555000
442,92,12108,Edwards,4,4,1955,1955,1440,1440,0,1440,4,2,8,0,NA,0,0,2008,118000
443,52,6240,BrkSide,5,7,1930,1992,1078,1128,445,1573,3,1,8,1,1930,2,360,2008,162900
444,53,3922,Blmngtn,7,5,2006,2007,1258,1258,0,1258,2,1,6,1,2007,3,648,2007,172500
445,70,8750,CollgCr,7,5,1994,1995,915,933,975,1908,4,1,8,1,1994,2,493,2008,210000
446,73,9855,Edwards,6,5,1956,1956,1436,1689,0,1689,3,1,7,1,1956,2,480,2009,127500
447,137,16492,NAmes,6,6,1966,2002,1517,1888,0,1888,2,1,6,1,1966,2,578,2010,190000
448,NA,11214,Gilbert,7,5,1998,1999,930,956,930,1886,4,1,10,1,1998,2,431,2006,199900
449,50,8600,IDOTRR,6,6,1937,1950,780,780,596,1376,3,1,7,1,1937,1,198,2006,119500
450,50,6000,OldTown,3,7,1948,2002,649,679,504,1183,2,1,6,0,1981,1,308,2007,120000
451,70,5684,OldTown,6,8,1930,2005,813,813,0,813,2,1,5,0,1932,1,270,2006,110000
452,62,70761,ClearCr,7,5,1975,1975,1533,1533,0,1533,2,1,5,2,1975,2,576,2006,280000
453,NA,9303,Timber,6,5,1996,1997,872,888,868,1756,3,1,7,0,1996,2,422,2007,204000
454,75,9000,Somerst,8,5,2008,2008,768,786,804,1590,3,1,6,0,2008,2,676,2009,210000
455,63,9297,Mitchel,5,5,1976,1976,1728,1728,0,1728,4,2,8,0,1976,2,560,2006,188000
456,80,9600,NWAmes,7,6,1973,1973,1242,1242,0,1242,3,1,6,1,1973,2,528,2007,175500
457,34,4571,OldTown,5,5,1916,1950,624,624,720,1344,4,1,7,0,1916,3,513,2008,98000
458,NA,53227,ClearCr,4,6,1954,1994,1364,1663,0,1663,2,1,6,2,1954,2,529,2008,256000
459,NA,5100,OldTown,8,7,1925,1996,588,833,833,1666,3,1,7,1,1925,1,228,2008,161000
460,NA,7015,BrkSide,5,4,1950,1950,709,979,224,1203,3,1,5,1,1950,1,352,2009,110000
461,75,8004,Somerst,8,5,2009,2009,832,832,1103,1935,3,1,8,0,2009,2,552,2009,263435
462,60,7200,SWISU,7,9,1936,2007,560,575,560,1135,3,1,6,0,1971,2,576,2009,155000
463,60,8281,Sawyer,5,5,1965,1965,864,864,0,864,3,1,5,1,1965,1,360,2009,62383
464,74,11988,Crawfor,6,7,1934,1995,715,849,811,1660,3,1,6,1,1939,1,240,2008,188700
465,60,8430,CollgCr,5,5,1978,1978,1040,1040,0,1040,3,1,5,0,NA,0,0,2009,124000
466,NA,3072,Blmngtn,7,5,2004,2004,1375,1414,0,1414,2,1,6,1,2004,2,398,2006,178740
467,85,10628,NAmes,7,5,1970,1970,1277,1277,0,1277,2,1,5,1,1970,2,526,2007,167000
468,79,9480,NAmes,5,7,1942,1995,728,888,756,1644,3,1,7,2,1942,1,312,2007,146500
469,98,11428,NridgHt,8,5,2006,2006,1626,1634,0,1634,3,1,7,1,2006,3,866,2007,250000
470,76,9291,SawyerW,6,5,1993,1993,832,832,878,1710,3,1,7,0,1993,2,506,2008,187000
471,NA,6820,StoneBr,8,5,1985,1985,1488,1502,0,1502,1,1,4,0,1985,2,528,2010,212000
472,92,11952,NWAmes,7,6,1977,1977,808,1161,808,1969,3,1,8,1,1977,2,534,2007,190000
473,35,3675,Edwards,6,5,2005,2005,547,1072,0,1072,2,1,5,0,2005,2,525,2008,148000
474,110,14977,NridgHt,8,5,2006,2007,1976,1976,0,1976,2,1,7,1,2006,3,908,2007,440000
475,41,5330,StoneBr,8,5,2000,2000,1494,1652,0,1652,2,1,6,0,2000,2,499,2007,251000
476,80,8480,Sawyer,5,6,1963,1963,970,970,0,970,2,1,5,0,1996,2,624,2007,132500
477,75,13125,CollgCr,6,5,1997,1998,1478,1493,0,1493,3,1,7,1,1997,2,508,2008,208900
478,105,13693,NridgHt,9,5,2006,2006,2153,2069,574,2643,3,1,9,1,2006,3,694,2007,380000
479,79,10637,CollgCr,8,5,2007,2008,1705,1718,0,1718,3,1,7,1,2007,3,826,2009,297000
480,50,5925,OldTown,4,7,1937,2000,907,1131,0,1131,2,1,7,0,1995,2,672,2007,89471
481,98,16033,NridgHt,9,5,2004,2005,1833,1850,0,1850,3,1,8,1,2004,3,772,2006,326000
482,72,11846,NridgHt,9,5,2003,2004,1792,1792,0,1792,2,1,6,1,2003,3,874,2006,374000
483,50,2500,OldTown,7,8,1915,2005,910,916,910,1826,4,1,7,1,1915,1,164,2009,155000
484,32,4500,Mitchel,6,5,1998,1998,1216,1216,0,1216,2,1,5,0,1998,2,402,2006,164000
485,NA,7758,Sawyer,5,7,1962,2001,999,999,0,999,3,1,6,0,1963,1,264,2007,132500
486,80,9600,NAmes,5,7,1950,2007,1113,1113,0,1113,3,1,5,1,1950,1,264,2009,147000
487,79,10289,NAmes,5,7,1965,1965,1073,1073,0,1073,3,1,6,0,1965,2,515,2007,156000
488,70,12243,NWAmes,5,6,1971,1971,1484,1484,0,1484,3,1,7,1,1971,2,487,2007,175000
489,60,10800,OldTown,5,4,1900,1970,954,1766,648,2414,3,2,10,1,1970,2,520,2006,160000
490,21,1526,MeadowV,4,8,1970,2002,630,630,0,630,1,1,3,0,1970,1,286,2009,86000
491,NA,2665,MeadowV,5,6,1976,1976,264,616,688,1304,3,1,4,1,1976,1,336,2008,115000
492,79,9490,NAmes,6,7,1941,1950,806,958,620,1578,3,1,5,2,1941,1,240,2006,133000
493,105,15578,Gilbert,6,5,2006,2006,728,728,728,1456,3,1,8,0,2006,2,429,2006,172785
494,70,7931,NAmes,5,6,1960,1960,1269,1269,0,1269,3,1,6,1,1964,1,308,2008,155000
495,50,5784,OldTown,5,8,1938,1996,190,886,0,886,2,1,4,0,1938,1,273,2009,91300
496,60,7879,IDOTRR,4,5,1920,1950,720,720,0,720,2,1,4,0,NA,0,0,2009,34900
497,NA,12692,NoRidge,8,5,1992,1993,3200,3228,0,3228,4,1,10,1,1992,2,546,2007,430000
498,60,9120,BrkSide,7,6,1925,1950,1026,1133,687,1820,4,1,8,0,1925,1,240,2008,184000
499,65,7800,Sawyer,5,7,1967,2004,864,899,0,899,3,1,5,0,1967,1,288,2009,130000
500,70,7535,NAmes,5,7,1958,1985,912,912,0,912,2,1,5,0,1958,1,297,2007,120000
501,21,1890,BrDale,6,5,1973,1973,672,672,546,1218,3,1,7,0,1973,1,264,2007,113000
502,75,9803,Somerst,7,5,2005,2005,866,866,902,1768,3,1,7,0,2005,2,603,2008,226700
503,70,9170,Edwards,5,7,1965,1965,1214,1214,0,1214,2,1,6,0,1965,2,461,2007,140000
504,100,15602,Crawfor,7,8,1959,1997,1501,1801,0,1801,1,1,6,2,1959,2,484,2010,289000
505,24,2308,NPkVill,6,5,1974,1974,855,855,467,1322,3,1,6,1,1974,2,440,2009,147000
506,60,7596,OldTown,5,5,1952,1952,960,960,1000,1960,4,2,10,0,1952,2,400,2009,124500
507,80,9554,SawyerW,8,5,1993,1994,777,1065,846,1911,3,1,8,1,1993,2,471,2006,215000
508,75,7862,Somerst,6,5,2009,2009,1218,1218,0,1218,2,1,4,0,2009,2,676,2009,208300
509,60,9600,OldTown,7,9,1928,2005,689,689,689,1378,3,1,7,1,1928,2,360,2008,161000
510,80,9600,NAmes,5,6,1959,1959,1041,1041,0,1041,3,1,6,0,1959,1,270,2009,124500
511,75,14559,NAmes,5,7,1951,2000,1008,1363,0,1363,2,1,6,2,1951,1,288,2009,164900
